#{"t_start": 1754334945.4703574, "env_id": "None"}
r,l,t
535.52313,3600,7616.736915
227.695081,1018,7621.508447
462.417306,3313,7636.11973
143.442672,654,7639.201124
47.683899,171,7639.958858
275.760731,655,7642.802668
370.888338,953,7646.961684
1240.899386,3600,7662.9457
132.157823,350,7664.531817
401.502832,2475,7675.871863
1139.871981,2939,7688.748991
39.958935,301,7690.070988
440.210684,763,7693.46414
699.090195,3600,7709.475427
41.328083,163,7710.19145
136.654434,457,7712.358147
397.314763,3058,7725.939708
1354.12614,3600,7742.019598
421.394596,2586,7753.552606
829.306911,3600,7769.874447
659.210731,3600,7786.015749
152.923497,717,7789.238588
48.089584,164,7789.929231
884.299685,2303,7800.230891
1100.673167,3558,7816.155448
52.939771,225,7817.144211
1070.663841,3600,7833.324574
535.378798,3600,7849.466113
1125.291543,3600,7865.65148
55.147128,194,7866.539357
1126.089717,3600,7882.443697
163.282833,1147,7887.499158
14.710054,235,7888.530054
298.379973,479,7890.680303
820.067321,3600,7906.766044
79.241321,210,7907.761876
505.107037,2111,7917.222888
1138.790771,3600,7933.210024
1356.385405,3520,7948.701222
198.724399,392,7950.612693
45.937817,174,7951.402861
1012.521053,3414,7966.684199
160.832939,321,7968.132314
17.981086,197,7969.214061
1050.279435,3600,7985.121831
116.459595,504,7987.629295
122.043366,366,7989.275873
150.643319,583,7991.816169
56.48848,199,7992.679232
30.304077,147,7993.310638
666.608184,1428,7999.725235
453.201753,3600,8015.853897
808.899604,2479,8026.981961
180.555358,350,8028.526262
690.335797,1385,8034.778808
311.755874,1456,8041.285353
181.399849,1364,8047.547685
1114.567058,2091,8056.908194
124.685428,275,8058.159328
386.112419,1971,8066.98246
158.274841,322,8068.479898
96.223499,1015,8073.043368
1224.45605,3600,8089.33554
229.866599,366,8090.985492
94.090385,293,8092.219609
1897.800073,3600,8108.557847
925.493199,3600,8124.627874
943.223249,3600,8140.671448
1285.759653,3600,8156.84715
224.002147,1050,8161.440225
664.773754,1693,8168.966565
348.285307,512,8171.393316
931.603616,3600,8187.345496
695.765997,3600,8203.491653
145.314606,377,8205.185833
35.042833,171,8205.968208
118.5299,260,8207.174276
12.25736,125,8207.943143
752.828566,1665,8215.182101
307.302993,2590,8226.9962
55.586816,191,8227.854695
250.482908,1418,8234.035917
1942.717767,3600,8250.220282
1040.872743,2339,8260.672262
1227.08907,3191,8275.072592
955.096798,3600,8291.472063
363.715958,1058,8296.244307
1169.022967,3600,8312.543108
107.848561,293,8313.896481
574.253067,2689,8325.912031
707.275514,3600,8342.163625
219.642282,607,8344.840999
211.660003,430,8346.80652
753.901188,2694,8359.066944
62.580731,333,8360.574
880.386717,3600,8376.726382
14.641249,197,8377.603542
418.247677,2979,8390.759336
565.030063,2508,8401.9804
1361.574394,3600,8418.141466
232.99699,544,8420.587626
62.569677,270,8421.748667
49.346537,259,8422.890037
275.512345,541,8425.235683
523.645435,1896,8433.992639
451.695336,2136,8443.330625
724.126354,2086,8452.821891
489.718216,3600,8468.937759
133.143568,282,8470.124188
144.578277,318,8471.536584
181.113466,1319,8477.400899
577.565898,1399,8483.907425
15.010421,211,8484.837371
495.03447,3600,8500.872155
296.228695,1039,8505.70997
179.495219,989,8510.161121
283.057026,526,8512.526399
381.120753,2326,8523.066787
895.290033,3600,8539.276321
86.814676,224,8540.26274
1178.590419,3600,8556.199465
735.118028,3588,8572.381644
606.457133,2024,8581.495532
89.727024,227,8582.549205
1601.577987,3600,8598.762819
143.342701,503,8601.012982
26.260187,149,8601.666541
928.361572,3600,8617.870983
722.879235,1733,8625.639168
645.122459,1781,8633.78876
1031.385145,3600,8649.90562
1172.550426,3600,8665.859862
1760.598127,3600,8682.053405
15.337502,134,8682.648169
101.213012,276,8683.920349
588.03669,2698,8696.029142
48.68744,169,8696.829996
234.912621,1175,8702.111349
169.584858,313,8703.552563
1678.94294,3600,8719.97848
63.608995,185,8720.891335
62.988557,302,8722.46619
18.643067,138,8723.124857
931.495917,2801,8737.390121
512.484681,1029,8742.134268
1259.861741,3600,8759.924167
15.360081,202,8761.114805
160.829287,1052,8767.085047
148.057588,818,8770.745118
229.839742,1554,8778.604082
119.856933,259,8779.693929
1014.698054,3600,8795.309889
890.772045,2301,8805.569312
253.121604,520,8807.723468
69.786117,201,8808.603274
422.516359,1008,8812.990488
1388.566987,3188,8826.965181
1172.881723,3600,8842.462767
51.64188,174,8843.21347
128.936731,541,8845.553611
1095.900327,2392,8855.987297
572.137501,1308,8861.54689
135.282881,366,8863.122178
1033.506564,3600,8879.009941
603.661392,3600,8894.588318
1016.947052,3600,8910.178674
1496.5008,3600,8925.624541
1985.836577,3600,8941.251617
94.756562,1453,8947.717195
587.149515,3600,8963.082471
232.485857,1647,8970.08463
183.656299,396,8971.741806
494.215224,2317,8981.937431
31.435931,153,8982.578891
714.900464,3600,8998.084474
146.333272,290,8999.284138
799.559385,3600,9014.590353
224.975347,1948,9023.061817
1464.429865,3600,9063.40049
51.281151,170,9064.13078
180.757499,411,9065.899066
33.413513,161,9066.653892
615.798796,3600,9082.090135
940.416675,3600,9097.589648
197.275473,436,9099.443329
228.45211,756,9102.771891
479.31232,796,9106.200073
862.236641,1883,9114.358148
1247.537284,3600,9129.992352
564.604582,3225,9143.554212
372.926049,2009,9152.278183
50.416449,171,9153.018909
733.179355,1461,9159.359908
1233.067852,3600,9174.888806
284.131314,1373,9180.724182
126.43544,255,9182.030157
344.426654,1181,9186.989864
558.010074,2157,9196.22379
659.963007,1110,9201.147026
1244.679853,3359,9215.490646
446.448092,3600,9231.189138
284.213597,691,9234.419449
1026.181939,3600,9249.75645
924.875906,2526,9260.639962
60.497987,271,9261.825733
124.064711,291,9263.071659
9.754243,125,9263.617773
58.666436,200,9264.476237
73.233816,199,9265.3343
299.190244,3600,9280.8736
724.205726,2228,9290.583886
114.983613,249,9291.616347
153.957816,483,9293.665162
84.930082,256,9294.792322
56.196371,264,9296.019465
862.144923,3308,9310.470955
635.940791,3600,9325.932765
1377.363392,3600,9341.537611
1331.43896,3600,9356.870894
386.077042,2955,9369.640911
103.929801,314,9370.975235
1087.299274,3600,9386.419247
318.11706,2545,9397.398209
602.137556,2408,9407.650876
751.485019,3600,9423.046654
553.324741,2787,9435.022483
1270.207027,3600,9450.428194
311.608699,2527,9461.278687
533.071727,3600,9477.035622
52.620497,184,9477.844457
946.196831,3600,9493.740073
291.39787,876,9497.589545
671.290136,2754,9510.031208
1275.429995,3600,9527.867455
521.235868,969,9532.523004
649.699613,3600,9551.177181
413.062718,2949,9566.021348
282.067813,1012,9570.830162
34.751736,174,9571.646547
536.805347,3600,9590.001397
270.560365,1494,9597.768316
48.161647,355,9599.439121
50.160922,247,9600.585834
284.269296,537,9603.506758
22.131163,135,9604.22426
